,i1_legid,i1_hops,i1_dep_1_place,i1_rcf_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_dep_2_place,i1_rcf_2_place,i1_rcf_2_p,i1_rcf_2_e,i1_dep_3_place,i1_rcf_3_place,i1_rcf_3_p,i1_rcf_3_e,origin,desti,order_date,planned_date,deliver_date,lead_time,value,cargo_price_unit,weight,risk_1,risk_2,risk_3,risk_all,distance,cargo_price
1047,11367,1,OSL,MUC,400,206,?,?,0,0,?,?,0,0,OSL,MUC,2019-01-19 21:13:06,2019-01-20 03:53:06,2019-01-20 00:39:06,206,66423,0.38,2.23,2.0,0.0,0.0,2.0,818.0,693.17
1048,4160,1,FRA,LHR,215,142,?,?,0,0,?,?,0,0,FRA,LHR,2019-01-09 12:31:37,2019-01-09 16:06:37,2019-01-09 14:53:37,142,69231,0.55,2.92,3.0,0.0,0.0,3.0,406.0,652.04
1049,9707,2,VIE,PVG,1385,1056,PVG,DXB,800,358,?,?,0,0,VIE,DXB,2019-02-28 11:20:20,2019-03-01 23:45:20,2019-03-01 10:54:20,1414,8751,0.77,0.48,2.0,2.0,0.0,4.0,2622.0,969.09
1050,6021,1,DEL,LHR,970,834,?,?,0,0,?,?,0,0,DEL,LHR,2019-03-13 05:00:13,2019-03-13 21:10:13,2019-03-13 18:54:13,834,17136,0.74,0.55,2.5,0.0,0.0,2.5,4180.0,1701.26
1051,12802,1,LHR,PVG,1430,1340,?,?,0,0,?,?,0,0,LHR,PVG,2019-03-25 10:09:48,2019-03-26 09:59:48,2019-03-26 08:29:48,1340,50258,0.79,1.73,2.0,0.0,0.0,2.0,5738.0,7842.12
1052,3669,1,DEL,PVG,885,653,?,?,0,0,?,?,0,0,DEL,PVG,2019-02-01 08:06:39,2019-02-01 22:51:39,2019-02-01 18:59:39,653,40428,0.57,3.01,2.5,0.0,0.0,2.5,2665.0,4572.34
1053,3074,1,DXB,PVG,820,542,?,?,0,0,?,?,0,0,DXB,PVG,2019-03-23 23:47:02,2019-03-24 13:27:02,2019-03-24 08:49:02,542,34811,0.52,3.87,2.0,0.0,0.0,2.0,4004.0,8057.65
1054,2283,1,BKK,AMS,695,750,?,?,0,0,?,?,0,0,BKK,AMS,2019-01-05 16:59:20,2019-01-06 04:34:20,2019-01-06 05:29:20,750,3048,0.58,1.52,4.0,0.0,0.0,4.0,5717.0,5040.11
1055,12147,1,TLV,LHR,785,885,?,?,0,0,?,?,0,0,TLV,LHR,2019-03-09 08:27:27,2019-03-09 21:32:27,2019-03-09 23:12:27,885,69432,0.67,1.15,2.5,0.0,0.0,2.5,2228.0,1716.67
1056,1158,1,DOH,PVG,880,546,?,?,0,0,?,?,0,0,DOH,PVG,2019-03-15 01:16:14,2019-03-15 15:56:14,2019-03-15 10:22:14,546,60649,0.63,4.32,2.0,0.0,0.0,2.0,4220.0,11485.15
1057,1553,1,FRA,PVG,1210,1021,?,?,0,0,?,?,0,0,FRA,PVG,2019-01-15 06:40:21,2019-01-16 02:50:21,2019-01-15 23:41:21,1021,96949,0.6,4.87,3.0,0.0,0.0,3.0,5501.0,16073.92
1058,3592,1,PVG,DXB,800,351,?,?,0,0,?,?,0,0,PVG,DXB,2019-02-12 15:35:44,2019-02-13 04:55:44,2019-02-12 21:26:44,351,43839,0.58,2.87,2.0,0.0,0.0,2.0,4004.0,6665.06
1059,6086,1,DEL,LHR,760,677,?,?,0,0,?,?,0,0,DEL,LHR,2019-01-03 17:46:13,2019-01-04 06:26:13,2019-01-04 05:03:13,677,82574,0.3,1.07,2.5,0.0,0.0,2.5,4180.0,1341.78
1060,9499,1,AMS,DEL,1255,1236,?,?,0,0,?,?,0,0,AMS,DEL,2019-02-13 09:45:30,2019-02-14 06:40:30,2019-02-14 06:21:30,1236,80930,0.39,3.33,4.5,0.0,0.0,4.5,3951.0,5131.16
1061,9549,1,DEL,AMS,730,779,?,?,0,0,?,?,0,0,DEL,AMS,2019-01-03 19:10:57,2019-01-04 07:20:57,2019-01-04 08:09:57,779,43352,0.48,1.34,4.5,0.0,0.0,4.5,3951.0,2541.28
1062,1163,1,DOH,PVG,880,536,?,?,0,0,?,?,0,0,DOH,PVG,2019-03-22 06:03:37,2019-03-22 20:43:37,2019-03-22 14:59:37,536,49049,0.75,0.83,2.0,0.0,0.0,2.0,4220.0,2626.95
1063,6721,1,CDG,PVG,1250,966,?,?,0,0,?,?,0,0,CDG,PVG,2019-03-18 18:08:30,2019-03-19 14:58:30,2019-03-19 10:14:30,966,25432,0.5,0.68,3.0,0.0,0.0,3.0,5754.0,1956.36
1064,4075,1,FRA,DXB,1020,914,?,?,0,0,?,?,0,0,FRA,DXB,2019-03-05 19:37:43,2019-03-06 12:37:43,2019-03-06 10:51:43,914,89457,0.59,2.64,3.0,0.0,0.0,3.0,3008.0,4685.26
1065,8218,1,AMS,DXB,1240,1138,?,?,0,0,?,?,0,0,AMS,DXB,2019-02-03 00:32:31,2019-02-03 21:12:31,2019-02-03 19:30:31,1138,78727,0.72,0.67,4.0,0.0,0.0,4.0,3209.0,1548.02
1066,12727,2,LHR,PVG,1590,1244,PVG,DXB,800,371,?,?,0,0,LHR,DXB,2019-01-08 21:08:48,2019-01-10 12:58:48,2019-01-10 00:03:48,1615,89021,0.64,4.79,2.0,2.0,0.0,4.0,3414.0,10465.96
1067,2602,1,FRA,AMS,255,252,?,?,0,0,?,?,0,0,FRA,AMS,2019-02-05 14:40:23,2019-02-05 18:55:23,2019-02-05 18:52:23,252,18528,0.44,4.7,5.0,0.0,0.0,5.0,227.0,469.44
1068,3639,1,FRA,LHR,215,172,?,?,0,0,?,?,0,0,FRA,LHR,2019-01-08 09:20:14,2019-01-08 12:55:14,2019-01-08 12:12:14,172,56571,0.53,2.82,3.0,0.0,0.0,3.0,406.0,606.81
1069,8298,1,AMS,DXB,1240,993,?,?,0,0,?,?,0,0,AMS,DXB,2019-01-24 05:07:00,2019-01-25 01:47:00,2019-01-24 21:40:00,993,87434,0.64,1.99,4.0,0.0,0.0,4.0,3209.0,4086.98
1070,11657,1,TLV,LHR,725,479,?,?,0,0,?,?,0,0,TLV,LHR,2019-02-18 18:49:33,2019-02-19 06:54:33,2019-02-19 02:48:33,479,95635,0.53,3.66,2.5,0.0,0.0,2.5,2228.0,4321.87
1071,3565,1,FRA,DXB,1020,824,?,?,0,0,?,?,0,0,FRA,DXB,2019-03-09 08:17:16,2019-03-10 01:17:16,2019-03-09 22:01:16,824,96144,0.36,1.46,3.0,0.0,0.0,3.0,3008.0,1581.0
1072,10385,1,FRA,LHR,215,159,?,?,0,0,?,?,0,0,FRA,LHR,2019-02-28 22:59:37,2019-03-01 02:34:37,2019-03-01 01:38:37,159,52042,0.63,1.22,3.0,0.0,0.0,3.0,406.0,312.05
1073,3194,1,ORD,PVG,1880,1596,?,?,0,0,?,?,0,0,ORD,PVG,2019-03-07 23:08:47,2019-03-09 06:28:47,2019-03-09 01:44:47,1596,30243,0.62,4.32,5.0,0.0,0.0,5.0,7038.0,18850.58
1074,7300,1,FCO,DEL,825,555,?,?,0,0,?,?,0,0,FCO,DEL,2019-01-25 04:41:59,2019-01-25 18:26:59,2019-01-25 13:56:59,555,37651,0.65,0.72,3.0,0.0,0.0,3.0,3683.0,1723.64
1075,9809,1,FRA,CDG,285,327,?,?,0,0,?,?,0,0,FRA,CDG,2019-02-03 01:35:36,2019-02-03 06:20:36,2019-02-03 07:02:36,327,17343,0.79,3.2,4.0,0.0,0.0,4.0,278.0,702.78
1076,8485,1,DEL,PVG,855,499,?,?,0,0,?,?,0,0,DEL,PVG,2019-03-06 19:50:59,2019-03-07 10:05:59,2019-03-07 04:09:59,499,45588,0.35,2.21,2.5,0.0,0.0,2.5,2665.0,2061.38
1077,1883,1,SIN,MUC,1040,758,?,?,0,0,?,?,0,0,SIN,MUC,2019-02-11 16:19:38,2019-02-12 09:39:38,2019-02-12 04:57:38,758,50179,0.72,3.59,2.5,0.0,0.0,2.5,6246.0,16144.66
1078,8882,2,FRA,PVG,1220,994,PVG,DEL,860,769,?,?,0,0,FRA,DEL,2019-03-02 14:24:47,2019-03-04 01:04:47,2019-03-03 19:47:47,1763,59624,0.61,4.46,3.0,2.5,0.0,5.5,3802.0,10343.72
1079,4659,1,DXB,PVG,790,602,?,?,0,0,?,?,0,0,DXB,PVG,2019-03-21 04:08:00,2019-03-21 17:18:00,2019-03-21 14:10:00,602,95872,0.4,0.24,2.0,0.0,0.0,2.0,4004.0,384.38
1080,14131,1,DOH,AMS,910,904,?,?,0,0,?,?,0,0,DOH,AMS,2019-02-11 13:36:16,2019-02-12 04:46:16,2019-02-12 04:40:16,904,50151,0.52,0.89,4.0,0.0,0.0,4.0,3057.0,1414.78
1081,7455,1,HKG,IST,750,577,?,?,0,0,?,?,0,0,HKG,IST,2019-02-04 17:33:32,2019-02-05 06:03:32,2019-02-05 03:10:32,577,71489,0.79,1.25,2.5,0.0,0.0,2.5,4973.0,4910.84
1082,14430,1,SVO,LHR,995,1021,?,?,0,0,?,?,0,0,SVO,LHR,2019-02-19 09:29:02,2019-02-20 02:04:02,2019-02-20 02:30:02,1021,78269,0.64,3.89,2.0,0.0,0.0,2.0,1558.0,3878.8
1083,1395,1,FRA,PVG,1210,920,?,?,0,0,?,?,0,0,FRA,PVG,2019-02-18 08:23:44,2019-02-19 04:33:44,2019-02-18 23:43:44,920,78765,0.33,2.11,3.0,0.0,0.0,3.0,5501.0,3830.35
1084,11795,1,CDG,FCO,140,147,?,?,0,0,?,?,0,0,CDG,FCO,2019-02-13 18:37:30,2019-02-13 20:57:30,2019-02-13 21:04:30,147,94105,0.55,3.38,3.5,0.0,0.0,3.5,684.0,1271.56
1085,6791,1,CDG,PVG,1240,885,?,?,0,0,?,?,0,0,CDG,PVG,2019-02-15 20:02:44,2019-02-16 16:42:44,2019-02-16 10:47:44,885,92719,0.61,1.4,3.0,0.0,0.0,3.0,5754.0,4913.92
1086,14123,1,DOH,AMS,910,893,?,?,0,0,?,?,0,0,DOH,AMS,2019-03-04 05:06:24,2019-03-04 20:16:24,2019-03-04 19:59:24,893,86169,0.65,1.14,4.0,0.0,0.0,4.0,3057.0,2265.24
1087,3307,1,MAD,PVG,1240,890,?,?,0,0,?,?,0,0,MAD,PVG,2019-02-02 09:31:52,2019-02-03 06:11:52,2019-02-03 00:21:52,890,16572,0.42,2.74,2.5,0.0,0.0,2.5,6376.0,7337.5
1088,12162,1,TLV,LHR,725,1732,?,?,0,0,?,?,0,0,TLV,LHR,2019-03-13 13:29:48,2019-03-14 01:34:48,2019-03-14 18:21:48,1732,43689,0.75,3.29,2.5,0.0,0.0,2.5,2228.0,5497.59
1089,3586,1,FRA,CDG,285,213,?,?,0,0,?,?,0,0,FRA,CDG,2019-02-11 02:28:19,2019-02-11 07:13:19,2019-02-11 06:01:19,213,63452,0.51,0.33,4.0,0.0,0.0,4.0,278.0,46.79
1090,11071,1,FRA,LHR,215,248,?,?,0,0,?,?,0,0,FRA,LHR,2019-01-09 01:14:51,2019-01-09 04:49:51,2019-01-09 05:22:51,248,57094,0.78,2.22,3.0,0.0,0.0,3.0,406.0,703.03
1091,11670,1,TLV,LHR,485,499,?,?,0,0,?,?,0,0,TLV,LHR,2019-02-04 10:01:19,2019-02-04 18:06:19,2019-02-04 18:20:19,499,42289,0.36,0.53,2.5,0.0,0.0,2.5,2228.0,425.1
1092,6020,1,DEL,LHR,730,691,?,?,0,0,?,?,0,0,DEL,LHR,2019-02-18 15:41:52,2019-02-19 03:51:52,2019-02-19 03:12:52,691,19721,0.39,4.48,2.5,0.0,0.0,2.5,4180.0,7303.3
1093,11925,1,LHR,SVO,960,705,?,?,0,0,?,?,0,0,LHR,SVO,2019-01-30 07:29:53,2019-01-30 23:29:53,2019-01-30 19:14:53,705,78745,0.32,2.76,2.0,0.0,0.0,2.0,1558.0,1376.03
1094,11663,1,AMS,DXB,1727,916,?,?,0,0,?,?,0,0,AMS,DXB,2019-02-04 03:40:44,2019-02-05 08:27:44,2019-02-04 18:56:44,916,19006,0.32,0.65,4.0,0.0,0.0,4.0,3209.0,667.47
1095,13452,1,SIN,CDG,795,571,?,?,0,0,?,?,0,0,SIN,CDG,2019-03-27 00:14:29,2019-03-27 13:29:29,2019-03-27 09:45:29,571,40496,0.61,4.96,3.5,0.0,0.0,3.5,6659.0,20147.47
1096,4085,1,FRA,CDG,280,168,?,?,0,0,?,?,0,0,FRA,CDG,2019-01-16 21:28:15,2019-01-17 02:08:15,2019-01-17 00:16:15,168,24037,0.52,3.96,4.0,0.0,0.0,4.0,278.0,572.46
1097,7819,1,CDG,PVG,1240,874,?,?,0,0,?,?,0,0,CDG,PVG,2019-03-13 00:08:42,2019-03-13 20:48:42,2019-03-13 14:42:42,874,77375,0.32,0.1,3.0,0.0,0.0,3.0,5754.0,184.13
1098,13577,1,HKG,IST,760,523,?,?,0,0,?,?,0,0,HKG,IST,2019-01-24 12:07:17,2019-01-25 00:47:17,2019-01-24 20:50:17,523,23552,0.63,4.15,2.5,0.0,0.0,2.5,4973.0,13001.91
1099,8903,1,LHR,PVG,1045,831,?,?,0,0,?,?,0,0,LHR,PVG,2019-03-06 13:48:08,2019-03-07 07:13:08,2019-03-07 03:39:08,831,64957,0.33,2.91,2.0,0.0,0.0,2.0,5738.0,5510.2
1100,3152,1,AMS,PVG,855,833,?,?,0,0,?,?,0,0,AMS,PVG,2019-02-08 06:28:20,2019-02-08 20:43:20,2019-02-08 20:21:20,833,17928,0.49,4.41,4.0,0.0,0.0,4.0,5533.0,11956.26
1101,563,1,LHR,DEL,1275,1054,?,?,0,0,?,?,0,0,LHR,DEL,2019-01-24 15:41:23,2019-01-25 12:56:23,2019-01-25 09:15:23,1054,23766,0.72,0.22,2.5,0.0,0.0,2.5,4180.0,662.11
1102,1070,2,IST,LHR,995,734,LHR,AMS,810,652,?,?,0,0,IST,AMS,2019-03-31 23:58:41,2019-04-02 06:03:41,2019-04-01 23:04:41,1386,27317,0.72,3.1,2.5,4.0,0.0,6.5,1372.0,3062.3
1103,2434,1,PVG,DXB,800,412,?,?,0,0,?,?,0,0,PVG,DXB,2019-02-23 04:12:47,2019-02-23 17:32:47,2019-02-23 11:04:47,412,12543,0.6,4.27,2.0,0.0,0.0,2.0,4004.0,10258.25
1104,1483,1,AMS,DXB,942,807,?,?,0,0,?,?,0,0,AMS,DXB,2019-02-09 05:40:23,2019-02-09 21:22:23,2019-02-09 19:07:23,807,43911,0.67,2.63,4.0,0.0,0.0,4.0,3209.0,5654.58
1105,6767,1,PVG,DXB,800,389,?,?,0,0,?,?,0,0,PVG,DXB,2019-03-10 12:31:18,2019-03-11 01:51:18,2019-03-10 19:00:18,389,45994,0.69,3.73,2.0,0.0,0.0,2.0,4004.0,10305.09
1106,11031,1,FRA,DXB,995,814,?,?,0,0,?,?,0,0,FRA,DXB,2019-01-13 20:27:36,2019-01-14 13:02:36,2019-01-14 10:01:36,814,37112,0.6,4.38,3.0,0.0,0.0,3.0,3008.0,7905.02
1107,11735,1,FRA,PVG,1210,1023,?,?,0,0,?,?,0,0,FRA,PVG,2019-01-10 09:19:23,2019-01-11 05:29:23,2019-01-11 02:22:23,1023,22738,0.51,4.26,3.0,0.0,0.0,3.0,5501.0,11951.47
1108,4097,1,FRA,CDG,285,222,?,?,0,0,?,?,0,0,FRA,CDG,2019-02-23 05:49:49,2019-02-23 10:34:49,2019-02-23 09:31:49,222,25645,0.41,2.63,4.0,0.0,0.0,4.0,278.0,299.77
1109,2597,1,ZRH,FCO,660,446,?,?,0,0,?,?,0,0,ZRH,FCO,2019-01-08 11:29:20,2019-01-08 22:29:20,2019-01-08 18:55:20,446,10609,0.76,3.51,3.0,0.0,0.0,3.0,431.0,1149.74
1110,8386,1,FRA,DEL,910,630,?,?,0,0,?,?,0,0,FRA,DEL,2019-02-07 22:22:56,2019-02-08 13:32:56,2019-02-08 08:52:56,630,75670,0.45,2.53,3.5,0.0,0.0,3.5,3802.0,4328.58
1111,3709,1,FRA,CDG,285,274,?,?,0,0,?,?,0,0,FRA,CDG,2019-03-05 04:07:39,2019-03-05 08:52:39,2019-03-05 08:41:39,274,61322,0.59,0.13,4.0,0.0,0.0,4.0,278.0,21.32
1112,13133,1,DXB,PVG,820,470,?,?,0,0,?,?,0,0,DXB,PVG,2019-01-11 18:13:03,2019-01-12 07:53:03,2019-01-12 02:03:03,470,53193,0.68,3.42,2.0,0.0,0.0,2.0,4004.0,9311.7
1113,13092,1,PVG,DXB,800,361,?,?,0,0,?,?,0,0,PVG,DXB,2019-02-23 01:37:50,2019-02-23 14:57:50,2019-02-23 07:38:50,361,95816,0.31,3.4,2.0,0.0,0.0,2.0,4004.0,4220.22
1114,6345,1,MUC,SIN,1105,737,?,?,0,0,?,?,0,0,MUC,SIN,2019-01-15 20:04:44,2019-01-16 14:29:44,2019-01-16 08:21:44,737,70237,0.37,0.35,2.5,0.0,0.0,2.5,6246.0,808.86
1115,887,2,ORD,FRA,985,854,FRA,ARN,260,195,?,?,0,0,ORD,ARN,2019-01-21 15:44:18,2019-01-22 12:29:18,2019-01-22 09:13:18,1049,72719,0.79,2.75,6.0,3.5,0.0,9.5,4257.0,9248.33
1116,9175,1,DOH,PVG,880,518,?,?,0,0,?,?,0,0,DOH,PVG,2019-01-29 12:11:44,2019-01-30 02:51:44,2019-01-29 20:49:44,518,61000,0.75,0.85,2.0,0.0,0.0,2.0,4220.0,2690.25
1117,7344,1,FCO,DEL,825,541,?,?,0,0,?,?,0,0,FCO,DEL,2019-01-20 14:05:22,2019-01-21 03:50:22,2019-01-20 23:06:22,541,2164,0.39,1.84,3.0,0.0,0.0,3.0,3683.0,2642.92
1118,14118,1,HKG,MAD,775,653,?,?,0,0,?,?,0,0,HKG,MAD,2019-02-06 17:44:36,2019-02-07 06:39:36,2019-02-07 04:37:36,653,54216,0.41,2.21,2.5,0.0,0.0,2.5,6524.0,5911.4
1119,2506,1,PVG,DXB,795,400,?,?,0,0,?,?,0,0,PVG,DXB,2019-03-29 06:52:23,2019-03-29 20:07:23,2019-03-29 13:32:23,400,99145,0.47,0.77,2.0,0.0,0.0,2.0,4004.0,1449.05
1120,754,1,DXB,AMS,900,901,?,?,0,0,?,?,0,0,DXB,AMS,2019-01-21 09:45:03,2019-01-22 00:45:03,2019-01-22 00:46:03,901,81579,0.4,3.66,4.0,0.0,0.0,4.0,3209.0,4697.98
1121,13033,1,PVG,CDG,1285,915,?,?,0,0,?,?,0,0,PVG,CDG,2019-02-10 23:01:50,2019-02-11 20:26:50,2019-02-11 14:16:50,915,30009,0.31,1.99,3.0,0.0,0.0,3.0,5754.0,3549.64
1122,1801,1,ORD,AMS,890,798,?,?,0,0,?,?,0,0,ORD,AMS,2019-01-27 08:47:40,2019-01-27 23:37:40,2019-01-27 22:05:40,798,11357,0.61,0.22,7.0,0.0,0.0,7.0,4106.0,551.03
1123,8841,1,PVG,DXB,800,373,?,?,0,0,?,?,0,0,PVG,DXB,2019-01-30 08:31:29,2019-01-30 21:51:29,2019-01-30 14:44:29,373,97690,0.77,2.5,2.0,0.0,0.0,2.0,4004.0,7707.7
1124,3676,1,FRA,CDG,290,125,?,?,0,0,?,?,0,0,FRA,CDG,2019-03-12 03:14:08,2019-03-12 08:04:08,2019-03-12 05:19:08,125,66568,0.72,2.72,4.0,0.0,0.0,4.0,278.0,544.44
1125,5918,2,DOH,PVG,905,544,PVG,AMS,1590,1192,?,?,0,0,DOH,AMS,2019-03-17 18:01:14,2019-03-19 11:36:14,2019-03-18 22:57:14,1736,67252,0.69,3.12,2.0,4.0,0.0,6.0,3057.0,6581.11
1126,6014,2,ARN,LHR,255,388,LHR,CPH,2235,642,?,?,0,0,ARN,CPH,2019-01-09 13:37:51,2019-01-11 07:07:51,2019-01-10 06:47:51,1030,51651,0.44,4.28,2.5,2.5,0.0,5.0,340.0,640.29
1127,12544,1,DXB,AMS,900,893,?,?,0,0,?,?,0,0,DXB,AMS,2019-02-18 01:52:47,2019-02-18 16:52:47,2019-02-18 16:45:47,893,72276,0.44,1.32,4.0,0.0,0.0,4.0,3209.0,1863.79
1128,10747,1,FRA,DXB,995,862,?,?,0,0,?,?,0,0,FRA,DXB,2019-01-14 21:02:38,2019-01-15 13:37:38,2019-01-15 11:24:38,862,23479,0.72,4.49,3.0,0.0,0.0,3.0,3008.0,9724.26
1129,9305,1,FRA,PVG,1220,1014,?,?,0,0,?,?,0,0,FRA,PVG,2019-01-13 11:35:23,2019-01-14 07:55:23,2019-01-14 04:29:23,1014,42369,0.61,4.81,3.0,0.0,0.0,3.0,5501.0,16140.48
1130,4671,1,FRA,CDG,285,234,?,?,0,0,?,?,0,0,FRA,CDG,2019-03-12 07:05:15,2019-03-12 11:50:15,2019-03-12 10:59:15,234,74168,0.8,0.06,4.0,0.0,0.0,4.0,278.0,13.34
1131,4758,1,FRA,DXB,1020,906,?,?,0,0,?,?,0,0,FRA,DXB,2019-03-15 12:55:21,2019-03-16 05:55:21,2019-03-16 04:01:21,906,75110,0.59,2.97,3.0,0.0,0.0,3.0,3008.0,5270.92
1132,3547,1,PVG,DXB,800,346,?,?,0,0,?,?,0,0,PVG,DXB,2019-03-12 03:29:41,2019-03-12 16:49:41,2019-03-12 09:15:41,346,77524,0.75,3.42,2.0,0.0,0.0,2.0,4004.0,10270.26
1133,7867,1,MUC,PVG,1385,1119,?,?,0,0,?,?,0,0,MUC,PVG,2019-02-02 22:55:45,2019-02-03 22:00:45,2019-02-03 17:34:45,1119,39824,0.58,3.81,2.0,0.0,0.0,2.0,5451.0,12045.62
1134,3929,1,FRA,CDG,285,266,?,?,0,0,?,?,0,0,FRA,CDG,2019-02-05 15:48:02,2019-02-05 20:33:02,2019-02-05 20:14:02,266,35285,0.61,0.08,4.0,0.0,0.0,4.0,278.0,13.57
1135,11210,1,VIE,AMS,165,200,?,?,0,0,?,?,0,0,VIE,AMS,2019-01-16 00:53:36,2019-01-16 03:38:36,2019-01-16 04:13:36,200,89838,0.68,0.83,4.0,0.0,0.0,4.0,596.0,336.38
1136,7186,1,MUC,PVG,1430,1215,?,?,0,0,?,?,0,0,MUC,PVG,2019-01-17 16:05:35,2019-01-18 15:55:35,2019-01-18 12:20:35,1215,82115,0.73,2.49,2.0,0.0,0.0,2.0,5451.0,9908.28
1137,1713,1,LHR,FCO,110,143,?,?,0,0,?,?,0,0,LHR,FCO,2019-03-24 17:58:04,2019-03-24 19:48:04,2019-03-24 20:21:04,143,17816,0.44,2.05,2.5,0.0,0.0,2.5,897.0,809.09
1138,4452,1,FRA,VIE,295,215,?,?,0,0,?,?,0,0,FRA,VIE,2019-03-16 20:45:56,2019-03-17 01:40:56,2019-03-17 00:20:56,215,15617,0.48,3.27,3.0,0.0,0.0,3.0,386.0,605.87
1139,3529,1,AMS,SVO,1100,1010,?,?,0,0,?,?,0,0,AMS,SVO,2019-02-22 22:52:04,2019-02-23 17:12:04,2019-02-23 15:42:04,1010,71328,0.31,2.77,4.0,0.0,0.0,4.0,1332.0,1143.79
1140,733,1,DXB,AMS,920,942,?,?,0,0,?,?,0,0,DXB,AMS,2019-03-28 10:43:10,2019-03-29 02:03:10,2019-03-29 02:25:10,942,45869,0.52,1.48,4.0,0.0,0.0,4.0,3209.0,2469.65
1141,7884,1,MUC,PVG,1470,1180,?,?,0,0,?,?,0,0,MUC,PVG,2019-02-01 03:04:05,2019-02-02 03:34:05,2019-02-01 22:44:05,1180,9320,0.53,3.13,2.0,0.0,0.0,2.0,5451.0,9042.66
1142,4141,1,FRA,VIE,295,194,?,?,0,0,?,?,0,0,FRA,VIE,2019-02-27 10:07:55,2019-02-27 15:02:55,2019-02-27 13:21:55,194,73632,0.51,3.43,3.0,0.0,0.0,3.0,386.0,675.23
1143,6444,2,ZRH,LHR,100,125,LHR,DXB,660,731,?,?,0,0,ZRH,DXB,2019-01-25 01:24:01,2019-01-25 14:04:01,2019-01-25 15:40:01,856,60245,0.66,1.98,2.5,2.0,0.0,4.5,2961.0,3869.43
1144,1382,1,FRA,PVG,1220,1029,?,?,0,0,?,?,0,0,FRA,PVG,2019-02-09 01:10:58,2019-02-09 21:30:58,2019-02-09 18:19:58,1029,9314,0.41,4.53,3.0,0.0,0.0,3.0,5501.0,10217.01
1145,11386,1,OSL,DXB,845,727,?,?,0,0,?,?,0,0,OSL,DXB,2019-03-12 14:48:41,2019-03-13 04:53:41,2019-03-13 02:55:41,727,61283,0.75,0.1,2.0,0.0,0.0,2.0,3190.0,239.25
1146,3861,1,FCO,PVG,1200,948,?,?,0,0,?,?,0,0,FCO,PVG,2019-03-20 06:03:01,2019-03-21 02:03:01,2019-03-20 21:51:01,948,94878,0.39,2.4,2.5,0.0,0.0,2.5,5693.0,5328.65
1147,8014,1,SIN,CDG,780,646,?,?,0,0,?,?,0,0,SIN,CDG,2019-02-04 14:53:55,2019-02-05 03:53:55,2019-02-05 01:39:55,646,11841,0.35,2.0,3.5,0.0,0.0,3.5,6659.0,4661.3
1148,5751,1,AMS,PVG,1215,831,?,?,0,0,?,?,0,0,AMS,PVG,2019-02-07 11:21:56,2019-02-08 07:36:56,2019-02-08 01:12:56,831,95630,0.37,1.32,4.0,0.0,0.0,4.0,5533.0,2702.32
1149,10734,1,FRA,DXB,995,855,?,?,0,0,?,?,0,0,FRA,DXB,2019-02-26 21:58:50,2019-02-27 14:33:50,2019-02-27 12:13:50,855,65779,0.35,3.06,3.0,0.0,0.0,3.0,3008.0,3221.57
1150,6809,1,PVG,DXB,800,527,?,?,0,0,?,?,0,0,PVG,DXB,2019-03-17 22:37:24,2019-03-18 11:57:24,2019-03-18 07:24:24,527,34169,0.43,2.58,2.0,0.0,0.0,2.0,4004.0,4442.04
1151,5778,1,PVG,AMS,1210,1290,?,?,0,0,?,?,0,0,PVG,AMS,2019-03-11 13:27:46,2019-03-12 09:37:46,2019-03-12 10:57:46,1290,74491,0.63,1.22,4.0,0.0,0.0,4.0,5533.0,4252.66
1152,1118,1,DOH,PVG,905,513,?,?,0,0,?,?,0,0,DOH,PVG,2019-02-26 10:55:11,2019-02-27 02:00:11,2019-02-26 19:28:11,513,49261,0.37,4.6,2.0,0.0,0.0,2.0,4220.0,7182.44
1153,5375,1,LHR,ARN,895,231,?,?,0,0,?,?,0,0,LHR,ARN,2019-03-30 16:28:12,2019-03-31 07:23:12,2019-03-30 20:19:12,231,49662,0.4,1.69,2.5,0.0,0.0,2.5,908.0,613.81
1154,4726,1,FRA,CDG,285,171,?,?,0,0,?,?,0,0,FRA,CDG,2019-01-13 19:36:55,2019-01-14 00:21:55,2019-01-13 22:27:55,171,15166,0.38,4.8,4.0,0.0,0.0,4.0,278.0,507.07
1155,8661,1,ORD,DXB,1005,901,?,?,0,0,?,?,0,0,ORD,DXB,2019-01-22 07:02:29,2019-01-22 23:47:29,2019-01-22 22:03:29,901,64751,0.77,3.66,5.0,0.0,0.0,5.0,7228.0,20369.95
1156,3656,1,FRA,CDG,280,147,?,?,0,0,?,?,0,0,FRA,CDG,2019-03-31 16:25:19,2019-03-31 21:05:19,2019-03-31 18:52:19,147,66266,0.76,4.29,4.0,0.0,0.0,4.0,278.0,906.39
1157,3834,1,FRA,CDG,285,255,?,?,0,0,?,?,0,0,FRA,CDG,2019-02-28 02:31:25,2019-02-28 07:16:25,2019-02-28 06:46:25,255,4414,0.42,1.3,4.0,0.0,0.0,4.0,278.0,151.79
1158,7513,1,HKG,IST,745,736,?,?,0,0,?,?,0,0,HKG,IST,2019-04-01 00:15:05,2019-04-01 12:40:05,2019-04-01 12:31:05,736,64199,0.38,3.41,2.5,0.0,0.0,2.5,4973.0,6444.01
